sample_id,file,source_file,flavor_id,family,flavor_name,annotation_mode,center_x,center_y,source_crop_size,crop_left,crop_top,crop_right,crop_bottom,padding_pixels,width,height,review_status,padding_fraction,blur_score,bright_fraction,dark_fraction,contrast,quality_flags,quality_status,review_decision,review_notes,source_relative_path,bundle_relative_path,donor_score,donor_rank
IMG_1963_c005,IMG_1963_c005.jpg,IMG_1963.jpg,truffle_pumpkin_spice_latte,truffle,Pumpkin Spice Latte,irregular_manual,1387.72,754.43,500,1138,504,1638,1004,0,224,224,pending,0.0,623.25,0.0042,0.0039,76.29,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pumpkin_spice_latte/IMG_1963_c005.jpg,images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c005.jpg,101.61620371663953,1
IMG_1963_c011,IMG_1963_c011.jpg,IMG_1963.jpg,truffle_pumpkin_spice_latte,truffle,Pumpkin Spice Latte,irregular_manual,890.77,1804.06,500,641,1554,1141,2054,0,224,224,pending,0.0,1085.49,0.0213,0.0443,74.79,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pumpkin_spice_latte/IMG_1963_c011.jpg,images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c011.jpg,100.62283038315402,2
IMG_1963_c018,IMG_1963_c018.jpg,IMG_1963.jpg,truffle_pumpkin_spice_latte,truffle,Pumpkin Spice Latte,irregular_manual,318.8,2736.56,500,69,2487,569,2987,0,224,224,pending,0.0,336.45,0.0008,0.0376,76.06,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pumpkin_spice_latte/IMG_1963_c018.jpg,images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c018.jpg,99.26566940475767,3
IMG_1963_c010,IMG_1963_c010.jpg,IMG_1963.jpg,truffle_pumpkin_spice_latte,truffle,Pumpkin Spice Latte,irregular_manual,370.37,1747.83,500,120,1498,620,1998,0,224,224,pending,0.0,628.33,0.0039,0.0097,73.37,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pumpkin_spice_latte/IMG_1963_c010.jpg,images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c010.jpg,98.75862304565256,4
IMG_1963_c012,IMG_1963_c012.jpg,IMG_1963.jpg,truffle_pumpkin_spice_latte,truffle,Pumpkin Spice Latte,irregular_manual,1420.54,1771.26,500,1171,1521,1671,2021,0,224,224,pending,0.0,1130.65,0.0145,0.0113,71.57,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_pumpkin_spice_latte/IMG_1963_c012.jpg,images/accepted/truffle_pumpkin_spice_latte/IMG_1963_c012.jpg,98.24572809470293,5
IMG_1969_c002,IMG_1969_c002.jpg,IMG_1969.jpg,truffle_raspberry,truffle,Raspberry,regular_grid,844.12,1065.84,453,618,839,1071,1292,0,224,224,pending,0.0,304.52,0.001,0.0207,75.97,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_raspberry/IMG_1969_c002.jpg,images/accepted/truffle_raspberry/IMG_1969_c002.jpg,98.75806097166904,1
IMG_1969_c003,IMG_1969_c003.jpg,IMG_1969.jpg,truffle_raspberry,truffle,Raspberry,regular_grid,1317.87,1094.53,453,1091,868,1544,1321,0,224,224,pending,0.0,305.53,0.0008,0.0003,72.14,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_raspberry/IMG_1969_c003.jpg,images/accepted/truffle_raspberry/IMG_1969_c003.jpg,94.96126251947449,2
IMG_1969_c012,IMG_1969_c012.jpg,IMG_1969.jpg,truffle_raspberry,truffle,Raspberry,regular_grid,1793.33,2025.24,453,1567,1799,2020,2252,0,224,224,pending,0.0,461.24,0.0022,0.0021,70.27,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_raspberry/IMG_1969_c012.jpg,images/accepted/truffle_raspberry/IMG_1969_c012.jpg,94.59433694687169,3
IMG_1969_c022,IMG_1969_c022.jpg,IMG_1969.jpg,truffle_raspberry,truffle,Raspberry,regular_grid,791.01,3335.24,453,565,3109,1018,3562,0,224,224,pending,0.0,236.63,0.0014,0.0776,72.2,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_raspberry/IMG_1969_c022.jpg,images/accepted/truffle_raspberry/IMG_1969_c022.jpg,93.9428593685772,4
IMG_1969_c016,IMG_1969_c016.jpg,IMG_1969.jpg,truffle_raspberry,truffle,Raspberry,regular_grid,1794.19,2476.25,453,1568,2250,2021,2703,0,224,224,pending,0.0,465.43,0.0018,0.02,69.03,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_raspberry/IMG_1969_c016.jpg,images/accepted/truffle_raspberry/IMG_1969_c016.jpg,93.43043182175066,5
IMG_1971_c005,IMG_1971_c005.jpg,IMG_1971.jpg,truffle_s_mores,truffle,S'mores,regular_grid,425.69,1218.74,473,189,982,662,1455,0,224,224,pending,0.0,905.9,0.004,0.0028,69.64,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_s_mores/IMG_1971_c005.jpg,images/accepted/truffle_s_mores/IMG_1971_c005.jpg,96.48012876181409,1
IMG_1971_c019,IMG_1971_c019.jpg,IMG_1971.jpg,truffle_s_mores,truffle,S'mores,regular_grid,1350.84,2787.72,473,1114,2551,1587,3024,0,224,224,pending,0.0,408.64,0.0387,0.0528,73.17,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_s_mores/IMG_1971_c019.jpg,images/accepted/truffle_s_mores/IMG_1971_c019.jpg,93.36111490082894,2
IMG_1971_c011,IMG_1971_c011.jpg,IMG_1971.jpg,truffle_s_mores,truffle,S'mores,regular_grid,1355.93,1714.95,473,1119,1478,1592,1951,0,224,224,pending,0.0,857.38,0.0071,0.0012,65.58,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_s_mores/IMG_1971_c011.jpg,images/accepted/truffle_s_mores/IMG_1971_c011.jpg,91.89018756753532,3
IMG_1971_c024,IMG_1971_c024.jpg,IMG_1971.jpg,truffle_s_mores,truffle,S'mores,regular_grid,1831.65,3314.2,473,1595,3078,2068,3551,0,224,224,pending,0.0,263.89,0.0086,0.0023,69.12,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_s_mores/IMG_1971_c024.jpg,images/accepted/truffle_s_mores/IMG_1971_c024.jpg,90.5772585818844,4
IMG_1971_c006,IMG_1971_c006.jpg,IMG_1971.jpg,truffle_s_mores,truffle,S'mores,regular_grid,892.08,1198.66,473,656,962,1129,1435,0,224,224,pending,0.0,624.0,0.0014,0.0024,64.76,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_s_mores/IMG_1971_c006.jpg,images/accepted/truffle_s_mores/IMG_1971_c006.jpg,90.37100659894561,5
IMG_1967_c004,IMG_1967_c004.jpg,IMG_1967.jpg,truffle_salted_caramel,truffle,Salted Caramel,regular_grid,1743.46,622.79,483,1502,381,1985,864,0,224,224,pending,0.0,1017.67,0.0013,0.0993,79.82,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_salted_caramel/IMG_1967_c004.jpg,images/accepted/truffle_salted_caramel/IMG_1967_c004.jpg,107.39501253545703,1
IMG_1967_c001,IMG_1967_c001.jpg,IMG_1967.jpg,truffle_salted_caramel,truffle,Salted Caramel,regular_grid,289.07,672.43,483,48,431,531,914,0,224,224,pending,0.0,890.99,0.0023,0.0515,79.91,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_salted_caramel/IMG_1967_c001.jpg,images/accepted/truffle_salted_caramel/IMG_1967_c001.jpg,106.85381968701934,2
IMG_1967_c002,IMG_1967_c002.jpg,IMG_1967.jpg,truffle_salted_caramel,truffle,Salted Caramel,regular_grid,773.87,655.88,483,532,414,1015,897,0,224,224,pending,0.0,940.71,0.0009,0.1822,75.74,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_salted_caramel/IMG_1967_c002.jpg,images/accepted/truffle_salted_caramel/IMG_1967_c002.jpg,103.04078948621105,3
IMG_1967_c005,IMG_1967_c005.jpg,IMG_1967.jpg,truffle_salted_caramel,truffle,Salted Caramel,regular_grid,294.34,1152.3,483,53,911,536,1394,0,224,224,pending,0.0,831.36,0.0048,0.0359,73.0,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_salted_caramel/IMG_1967_c005.jpg,images/accepted/truffle_salted_caramel/IMG_1967_c005.jpg,99.41706015817832,4
IMG_1967_c003,IMG_1967_c003.jpg,IMG_1967.jpg,truffle_salted_caramel,truffle,Salted Caramel,regular_grid,1258.66,639.33,483,1017,398,1500,881,0,224,224,pending,0.0,1156.75,0.0026,0.1576,71.32,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_salted_caramel/IMG_1967_c003.jpg,images/accepted/truffle_salted_caramel/IMG_1967_c003.jpg,99.27693498144343,5
IMG_1990_c010,IMG_1990_c010.jpg,IMG_1990.jpg,truffle_strawberry_shortcake,truffle,Strawberry Shortcake,regular_grid,996.39,2050.45,511,741,1795,1252,2306,0,224,224,pending,0.0,455.78,0.0006,0.0007,53.42,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_strawberry_shortcake/IMG_1990_c010.jpg,images/accepted/truffle_strawberry_shortcake/IMG_1990_c010.jpg,77.85680749818471,1
IMG_1990_c011,IMG_1990_c011.jpg,IMG_1990.jpg,truffle_strawberry_shortcake,truffle,Strawberry Shortcake,regular_grid,1541.54,2040.62,511,1286,1785,1797,2296,0,224,224,pending,0.0,604.16,0.0039,0.0,51.4,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_strawberry_shortcake/IMG_1990_c011.jpg,images/accepted/truffle_strawberry_shortcake/IMG_1990_c011.jpg,76.63197154350654,2
IMG_1990_c014,IMG_1990_c014.jpg,IMG_1990.jpg,truffle_strawberry_shortcake,truffle,Strawberry Shortcake,regular_grid,1003.45,2559.68,511,748,2304,1259,2815,0,224,224,pending,0.0,450.7,0.0019,0.0002,51.54,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_strawberry_shortcake/IMG_1990_c014.jpg,images/accepted/truffle_strawberry_shortcake/IMG_1990_c014.jpg,75.80207297064223,3
IMG_1990_c015,IMG_1990_c015.jpg,IMG_1990.jpg,truffle_strawberry_shortcake,truffle,Strawberry Shortcake,regular_grid,1551.06,2554.15,511,1296,2299,1807,2810,0,224,224,pending,0.0,353.59,0.001,0.0001,51.69,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_strawberry_shortcake/IMG_1990_c015.jpg,images/accepted/truffle_strawberry_shortcake/IMG_1990_c015.jpg,75.07384876981135,4
IMG_1990_c018,IMG_1990_c018.jpg,IMG_1990.jpg,truffle_strawberry_shortcake,truffle,Strawberry Shortcake,regular_grid,1010.51,3068.92,511,755,2813,1266,3324,0,224,224,pending,0.0,343.25,0.0019,0.0014,50.84,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_strawberry_shortcake/IMG_1990_c018.jpg,images/accepted/truffle_strawberry_shortcake/IMG_1990_c018.jpg,74.01547255043506,5
IMG_1959_c003,IMG_1959_c003.jpg,IMG_1959.jpg,truffle_tea_honey,truffle,Tea & Honey,regular_grid,1386.8,239.81,478,1148,1,1626,479,0,224,224,pending,0.0,642.89,0.0006,0.0043,71.92,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_tea_honey/IMG_1959_c003.jpg,images/accepted/truffle_tea_honey/IMG_1959_c003.jpg,97.73011161624673,1
IMG_1959_c004,IMG_1959_c004.jpg,IMG_1959.jpg,truffle_tea_honey,truffle,Tea & Honey,regular_grid,1887.01,238.31,478,1648,-1,2126,477,1,224,224,pending,0.0021,519.04,0.0012,0.0004,71.04,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_tea_honey/IMG_1959_c004.jpg,images/accepted/truffle_tea_honey/IMG_1959_c004.jpg,95.51562292677588,2
IMG_1959_c020,IMG_1959_c020.jpg,IMG_1959.jpg,truffle_tea_honey,truffle,Tea & Honey,regular_grid,1907.55,2160.23,478,1669,1921,2147,2399,0,224,224,pending,0.0,715.57,0.0037,0.0261,67.87,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_tea_honey/IMG_1959_c020.jpg,images/accepted/truffle_tea_honey/IMG_1959_c020.jpg,93.79790375854017,3
IMG_1959_c002,IMG_1959_c002.jpg,IMG_1959.jpg,truffle_tea_honey,truffle,Tea & Honey,regular_grid,886.59,241.31,478,648,2,1126,480,0,224,224,pending,0.0,455.58,0.001,0.0092,69.19,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_tea_honey/IMG_1959_c002.jpg,images/accepted/truffle_tea_honey/IMG_1959_c002.jpg,93.58505572448587,4
IMG_1959_c016,IMG_1959_c016.jpg,IMG_1959.jpg,truffle_tea_honey,truffle,Tea & Honey,regular_grid,1902.41,1679.75,478,1663,1441,2141,1919,0,224,224,pending,0.0,862.47,0.0028,0.0292,66.81,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_tea_honey/IMG_1959_c016.jpg,images/accepted/truffle_tea_honey/IMG_1959_c016.jpg,93.57383661862187,5
IMG_1968_c007,IMG_1968_c007.jpg,IMG_1968.jpg,truffle_turtle,truffle,Turtle,regular_grid,1350.56,1293.9,506,1098,1041,1604,1547,0,224,224,pending,0.0,971.05,0.0021,0.0363,63.76,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_turtle/IMG_1968_c007.jpg,images/accepted/truffle_turtle/IMG_1968_c007.jpg,91.0676289738666,1
IMG_1968_c021,IMG_1968_c021.jpg,IMG_1968.jpg,truffle_turtle,truffle,Turtle,regular_grid,343.05,3649.83,506,90,3397,596,3903,0,224,224,pending,0.0,316.2,0.0012,0.0202,66.68,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_turtle/IMG_1968_c021.jpg,images/accepted/truffle_turtle/IMG_1968_c021.jpg,89.59812995904278,2
IMG_1968_c004,IMG_1968_c004.jpg,IMG_1968.jpg,truffle_turtle,truffle,Turtle,regular_grid,1840.41,695.65,506,1587,443,2093,949,0,224,224,pending,0.0,556.9,0.0007,0.0137,64.0,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_turtle/IMG_1968_c004.jpg,images/accepted/truffle_turtle/IMG_1968_c004.jpg,89.22671893940594,3
IMG_1968_c017,IMG_1968_c017.jpg,IMG_1968.jpg,truffle_turtle,truffle,Turtle,regular_grid,344.9,3059.92,506,92,2807,598,3313,0,224,224,pending,0.0,411.77,0.0007,0.0213,65.17,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_turtle/IMG_1968_c017.jpg,images/accepted/truffle_turtle/IMG_1968_c017.jpg,89.19156214843134,4
IMG_1968_c005,IMG_1968_c005.jpg,IMG_1968.jpg,truffle_turtle,truffle,Turtle,regular_grid,350.47,1290.19,506,97,1037,603,1543,0,224,224,pending,0.0,688.74,0.0117,0.0043,64.13,,provisional_accept,accept,,data/chocolates/individual_candidates/truffle_turtle/IMG_1968_c005.jpg,images/accepted/truffle_turtle/IMG_1968_c005.jpg,89.10525885994309,5
