sample_id,flavor_id,flavor_name,donor_rank,source_file,source_image_path,foreground_path,foreground_fraction,border_fraction,soft_fraction,automatic_flag,review_decision,review_notes
IMG_1969_c022,truffle_raspberry,Raspberry,4,IMG_1969.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_raspberry/IMG_1969_c022.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_raspberry/IMG_1969_c022.png,0.738022,0.283482,0.746253,touches_border,accept,
IMG_1969_c016,truffle_raspberry,Raspberry,5,IMG_1969.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_raspberry/IMG_1969_c016.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_raspberry/IMG_1969_c016.png,0.688835,0.101562,0.74986,,accept,
IMG_1971_c005,truffle_s_mores,S'mores,1,IMG_1971.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_s_mores/IMG_1971_c005.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1971_c005.png,0.719248,0.300223,0.720882,touches_border,reject,another chocolate's slight body is visible
IMG_1971_c019,truffle_s_mores,S'mores,2,IMG_1971.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_s_mores/IMG_1971_c019.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1971_c019.png,0.512675,0.328125,0.445153,touches_border,accept,
IMG_1971_c011,truffle_s_mores,S'mores,3,IMG_1971.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_s_mores/IMG_1971_c011.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1971_c011.png,0.227101,0.174107,0.296197,touches_border,reject,not full body captured
IMG_1971_c024,truffle_s_mores,S'mores,4,IMG_1971.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_s_mores/IMG_1971_c024.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1971_c024.png,0.625837,0.329241,0.615274,touches_border,accept,
IMG_1971_c006,truffle_s_mores,S'mores,5,IMG_1971.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_s_mores/IMG_1971_c006.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1971_c006.png,0.423051,0.0,0.405672,,reject,not full body captured
IMG_1967_c004,truffle_salted_caramel,Salted Caramel,1,IMG_1967.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_salted_caramel/IMG_1967_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_salted_caramel/IMG_1967_c004.png,0.58526,0.120536,0.600626,,accept,
IMG_1967_c001,truffle_salted_caramel,Salted Caramel,2,IMG_1967.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_salted_caramel/IMG_1967_c001.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_salted_caramel/IMG_1967_c001.png,0.613202,0.299107,0.623724,touches_border,accept,
IMG_1967_c002,truffle_salted_caramel,Salted Caramel,3,IMG_1967.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_salted_caramel/IMG_1967_c002.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_salted_caramel/IMG_1967_c002.png,0.619161,0.253348,0.644053,touches_border,accept,
IMG_1967_c005,truffle_salted_caramel,Salted Caramel,4,IMG_1967.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_salted_caramel/IMG_1967_c005.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_salted_caramel/IMG_1967_c005.png,0.562301,0.226562,0.568638,touches_border,accept,
IMG_1967_c003,truffle_salted_caramel,Salted Caramel,5,IMG_1967.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_salted_caramel/IMG_1967_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_salted_caramel/IMG_1967_c003.png,0.534558,0.219866,0.534678,touches_border,accept,
IMG_1990_c010,truffle_strawberry_shortcake,Strawberry Shortcake,1,IMG_1990.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_strawberry_shortcake/IMG_1990_c010.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_strawberry_shortcake/IMG_1990_c010.png,0.658901,0.277902,0.658622,touches_border,accept,
IMG_1990_c011,truffle_strawberry_shortcake,Strawberry Shortcake,2,IMG_1990.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_strawberry_shortcake/IMG_1990_c011.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_strawberry_shortcake/IMG_1990_c011.png,0.529735,0.231027,0.543088,touches_border,accept,
IMG_1990_c014,truffle_strawberry_shortcake,Strawberry Shortcake,3,IMG_1990.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_strawberry_shortcake/IMG_1990_c014.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_strawberry_shortcake/IMG_1990_c014.png,0.688198,0.13058,0.71301,,accept,
IMG_1990_c015,truffle_strawberry_shortcake,Strawberry Shortcake,4,IMG_1990.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_strawberry_shortcake/IMG_1990_c015.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_strawberry_shortcake/IMG_1990_c015.png,0.637655,0.254464,0.657286,touches_border,accept,
IMG_1990_c018,truffle_strawberry_shortcake,Strawberry Shortcake,5,IMG_1990.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_strawberry_shortcake/IMG_1990_c018.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_strawberry_shortcake/IMG_1990_c018.png,0.739338,0.131696,0.759467,,accept,
IMG_1959_c003,truffle_tea_honey,Tea & Honey,1,IMG_1959.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_tea_honey/IMG_1959_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_tea_honey/IMG_1959_c003.png,0.586316,0.294643,0.588229,touches_border,accept,
IMG_1959_c004,truffle_tea_honey,Tea & Honey,2,IMG_1959.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_tea_honey/IMG_1959_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_tea_honey/IMG_1959_c004.png,0.580257,0.27567,0.5455,touches_border,accept,
IMG_1959_c020,truffle_tea_honey,Tea & Honey,3,IMG_1959.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_tea_honey/IMG_1959_c020.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_tea_honey/IMG_1959_c020.png,0.619519,0.101562,0.596421,,accept,
IMG_1959_c002,truffle_tea_honey,Tea & Honey,4,IMG_1959.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_tea_honey/IMG_1959_c002.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_tea_honey/IMG_1959_c002.png,0.51975,0.220982,0.402164,touches_border,accept,
IMG_1959_c016,truffle_tea_honey,Tea & Honey,5,IMG_1959.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_tea_honey/IMG_1959_c016.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_tea_honey/IMG_1959_c016.png,0.654775,0.313616,0.66474,touches_border,accept,
IMG_1968_c007,truffle_turtle,Turtle,1,IMG_1968.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_turtle/IMG_1968_c007.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_turtle/IMG_1968_c007.png,0.702547,0.1875,0.795301,touches_border,accept,
IMG_1968_c021,truffle_turtle,Turtle,2,IMG_1968.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_turtle/IMG_1968_c021.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_turtle/IMG_1968_c021.png,0.590202,0.257812,0.553033,touches_border,accept,
IMG_1968_c004,truffle_turtle,Turtle,3,IMG_1968.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_turtle/IMG_1968_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_turtle/IMG_1968_c004.png,0.652463,0.171875,0.712253,touches_border,accept,
IMG_1968_c017,truffle_turtle,Turtle,4,IMG_1968.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_turtle/IMG_1968_c017.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_turtle/IMG_1968_c017.png,0.571628,0.232143,0.605588,touches_border,accept,
IMG_1968_c005,truffle_turtle,Turtle,5,IMG_1968.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_turtle/IMG_1968_c005.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_turtle/IMG_1968_c005.png,0.677714,0.206473,0.703563,touches_border,accept,
IMG_1984_c003,cocoashot_bourbon,Bourbon,6,IMG_1984.jpg,,data/synthetic_slots/v1/donor_foregrounds/cocoashot_bourbon/IMG_1984_c003.png,0.5343989158163265,0.10044642857142858,0.021065848214285716,none,accept,
IMG_1984_c002,cocoashot_bourbon,Bourbon,6,IMG_1984.jpg,,data/synthetic_slots/v1/donor_foregrounds/cocoashot_bourbon/IMG_1984_c002.png,0.3009008290816326,0.0078125,0.1788703762755102,none,reject,still not covering full part got overlapped by other
IMG_1979_c008,cocoashot_bourbon,Bourbon,6,IMG_1979.jpg,,data/synthetic_slots/v1/donor_foregrounds/cocoashot_bourbon/IMG_1979_c008.png,0.12169164540816327,0.0,0.08384486607142858,too_small,reject,still only golden one captured
IMG_1984_c010,cocoashot_bourbon,Bourbon,6,IMG_1984.jpg,,data/synthetic_slots/v1/donor_foregrounds/cocoashot_bourbon/IMG_1984_c010.png,0.6580835459183674,0.15848214285714285,0.020547672193877552,touches_border,accept,
IMG_1979_c005,cocoashot_bourbon,Bourbon,6,IMG_1979.jpg,,data/synthetic_slots/v1/donor_foregrounds/cocoashot_bourbon/IMG_1979_c005.png,0.1080795599489796,0.03571428571428571,0.29259008290816324,too_small,reject,only upper golden captured
IMG_1979_c018,cocoashot_bourbon,Bourbon,6,IMG_1979.jpg,,data/synthetic_slots/v1/donor_foregrounds/cocoashot_bourbon/IMG_1979_c018.png,0.8558474170918368,0.3627232142857143,0.020089285714285716,too_large,accept,
IMG_1971_c007,truffle_s_mores,S'mores,6,IMG_1971.jpg,,data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1971_c007.png,0.6691246811224489,0.05022321428571429,0.26265545280612246,none,accept,
IMG_1985_c015,truffle_s_mores,S'mores,6,IMG_1985.jpg,,data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1985_c015.png,0.5488480548469388,0.33482142857142855,0.023377710459183673,touches_border,accept,
IMG_1971_c015,truffle_s_mores,S'mores,6,IMG_1971.jpg,,data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1971_c015.png,0.2004344706632653,0.0234375,0.01917251275510204,none,accept,
IMG_1971_c008,truffle_s_mores,S'mores,6,IMG_1971.jpg,,data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1971_c008.png,0.44314014668367346,0.13169642857142858,0.07977917729591837,none,accept,
IMG_1985_c014,truffle_s_mores,S'mores,6,IMG_1985.jpg,,data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1985_c014.png,0.5075932716836735,0.25223214285714285,0.016741071428571428,touches_border,accept,
IMG_1985_c017,truffle_s_mores,S'mores,6,IMG_1985.jpg,,data/synthetic_slots/v1/donor_foregrounds/truffle_s_mores/IMG_1985_c017.png,0.7543247767857143,0.46986607142857145,0.17506377551020408,too_large,reject,slight right side chocolate is showing
