embedding_row,sample_id,relative_path,split,label_type,flavor_id,flavor_name,donor_sample_id,donor_source_file,extraction_method,empty_slot_file,empty_source_file,box_size,target_side,offset_x,offset_y,seed,image_path
2235,truffle_maple_cream_0036,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0036.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2032_r07_c02.jpg,IMG_2032.jpg,50,178,20,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0036.jpg
2236,truffle_maple_cream_0037,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0037.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2019_r03_c02.jpg,IMG_2019.jpg,6,152,47,39,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0037.jpg
2237,truffle_maple_cream_0038,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0038.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2025_r02_c01.jpg,IMG_2025.jpg,16,149,43,32,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0038.jpg
2238,truffle_maple_cream_0039,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0039.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2027_r05_c02.jpg,IMG_2027.jpg,30,150,49,46,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0039.jpg
2239,truffle_maple_cream_0040,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0040.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2033_r02_c05.jpg,IMG_2033.jpg,50,148,38,44,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0040.jpg
2240,truffle_maple_cream_0041,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0041.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2019_r01_c01.jpg,IMG_2019.jpg,6,156,45,32,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0041.jpg
2241,truffle_maple_cream_0042,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0042.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2026_r03_c02.jpg,IMG_2026.jpg,16,152,38,32,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0042.jpg
2242,truffle_maple_cream_0043,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0043.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2027_r04_c02.jpg,IMG_2027.jpg,30,172,28,23,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0043.jpg
2243,truffle_maple_cream_0044,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0044.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2033_r06_c04.jpg,IMG_2033.jpg,50,176,28,17,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0044.jpg
2244,truffle_maple_cream_0045,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0045.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2019_r01_c02.jpg,IMG_2019.jpg,6,149,40,36,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0045.jpg
2245,truffle_maple_cream_0046,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0046.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2025_r04_c01.jpg,IMG_2025.jpg,16,177,30,23,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0046.jpg
2246,truffle_maple_cream_0047,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0047.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2028_r04_c04.jpg,IMG_2028.jpg,30,150,42,31,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0047.jpg
2247,truffle_maple_cream_0048,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0048.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2032_r02_c01.jpg,IMG_2032.jpg,50,162,28,24,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0048.jpg
2248,truffle_maple_cream_0049,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0049.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2019_r01_c02.jpg,IMG_2019.jpg,6,163,34,24,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0049.jpg
2249,truffle_maple_cream_0050,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0050.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2022_r03_c04.jpg,IMG_2022.jpg,16,150,36,32,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0050.jpg
2250,truffle_maple_cream_0051,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0051.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2028_r02_c04.jpg,IMG_2028.jpg,30,179,32,29,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0051.jpg
2251,truffle_maple_cream_0052,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0052.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2031_r04_c05.jpg,IMG_2031.jpg,50,184,26,20,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0052.jpg
2252,truffle_maple_cream_0053,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0053.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2021_r01_c02.jpg,IMG_2021.jpg,6,152,32,34,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0053.jpg
2253,truffle_maple_cream_0054,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0054.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2025_r01_c03.jpg,IMG_2025.jpg,16,157,36,42,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0054.jpg
2254,truffle_maple_cream_0055,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0055.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2028_r01_c05.jpg,IMG_2028.jpg,30,149,42,28,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0055.jpg
2255,truffle_maple_cream_0056,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0056.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2032_r01_c01.jpg,IMG_2032.jpg,50,157,32,30,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0056.jpg
2256,truffle_maple_cream_0057,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0057.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2021_r01_c02.jpg,IMG_2021.jpg,6,163,28,36,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0057.jpg
2257,truffle_maple_cream_0058,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0058.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2024_r02_c01.jpg,IMG_2024.jpg,16,169,36,26,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0058.jpg
2258,truffle_maple_cream_0059,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0059.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2028_r02_c01.jpg,IMG_2028.jpg,30,182,20,14,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0059.jpg
2259,truffle_maple_cream_0060,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0060.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2033_r06_c05.jpg,IMG_2033.jpg,50,172,23,21,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0060.jpg
2260,truffle_maple_cream_0061,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0061.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2021_r02_c01.jpg,IMG_2021.jpg,6,164,37,30,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0061.jpg
2261,truffle_maple_cream_0062,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0062.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2026_r04_c02.jpg,IMG_2026.jpg,16,161,34,31,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0062.jpg
2262,truffle_maple_cream_0063,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0063.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2028_r05_c04.jpg,IMG_2028.jpg,30,160,38,36,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0063.jpg
2263,truffle_maple_cream_0064,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0064.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2032_r01_c05.jpg,IMG_2032.jpg,50,175,30,26,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0064.jpg
2264,truffle_maple_cream_0065,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0065.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2021_r02_c02.jpg,IMG_2021.jpg,6,177,31,28,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0065.jpg
2265,truffle_maple_cream_0066,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0066.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2024_r04_c04.jpg,IMG_2024.jpg,16,184,31,22,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0066.jpg
2266,truffle_maple_cream_0067,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0067.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2027_r04_c02.jpg,IMG_2027.jpg,30,153,48,33,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0067.jpg
2267,truffle_maple_cream_0068,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0068.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2031_r04_c05.jpg,IMG_2031.jpg,50,175,32,15,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0068.jpg
2268,truffle_maple_cream_0069,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0069.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2019_r03_c01.jpg,IMG_2019.jpg,6,148,41,30,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0069.jpg
2269,truffle_maple_cream_0070,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0070.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2022_r01_c04.jpg,IMG_2022.jpg,16,146,35,48,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0070.jpg
2270,truffle_maple_cream_0071,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0071.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2029_r02_c02.jpg,IMG_2029.jpg,30,150,44,36,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0071.jpg
2271,truffle_maple_cream_0072,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0072.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2032_r03_c04.jpg,IMG_2032.jpg,50,155,46,28,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0072.jpg
2272,truffle_maple_cream_0073,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0073.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2019_r01_c01.jpg,IMG_2019.jpg,6,168,37,35,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0073.jpg
2273,truffle_maple_cream_0074,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0074.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2025_r01_c04.jpg,IMG_2025.jpg,16,147,36,41,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0074.jpg
2274,truffle_maple_cream_0075,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0075.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2027_r01_c02.jpg,IMG_2027.jpg,30,183,28,12,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0075.jpg
2275,truffle_maple_cream_0076,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0076.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2032_r05_c04.jpg,IMG_2032.jpg,50,171,32,20,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0076.jpg
2276,truffle_maple_cream_0077,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0077.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2019_r02_c02.jpg,IMG_2019.jpg,6,152,35,27,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0077.jpg
2277,truffle_maple_cream_0078,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0078.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2025_r02_c03.jpg,IMG_2025.jpg,16,156,43,37,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0078.jpg
2278,truffle_maple_cream_0079,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0079.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2028_r03_c05.jpg,IMG_2028.jpg,30,177,22,14,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0079.jpg
2279,truffle_maple_cream_0080,data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0080.jpg,train,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2033_r04_c04.jpg,IMG_2033.jpg,50,151,35,30,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/train/truffle_maple_cream/truffle_maple_cream_0080.jpg
2280,truffle_maple_cream_0081,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0081.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2020_r02_c01.jpg,IMG_2020.jpg,6,164,43,33,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0081.jpg
2281,truffle_maple_cream_0082,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0082.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2023_r02_c01.jpg,IMG_2023.jpg,16,164,39,21,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0082.jpg
2282,truffle_maple_cream_0083,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0083.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2030_r03_c03.jpg,IMG_2030.jpg,30,159,31,38,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0083.jpg
2283,truffle_maple_cream_0084,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0084.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2034_r06_c05.jpg,IMG_2034.jpg,50,173,30,19,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0084.jpg
2284,truffle_maple_cream_0085,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0085.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2020_r01_c01.jpg,IMG_2020.jpg,6,148,44,41,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0085.jpg
2285,truffle_maple_cream_0086,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0086.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2023_r03_c01.jpg,IMG_2023.jpg,16,184,28,11,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0086.jpg
2286,truffle_maple_cream_0087,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0087.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2030_r03_c05.jpg,IMG_2030.jpg,30,148,43,47,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0087.jpg
2287,truffle_maple_cream_0088,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0088.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2034_r09_c05.jpg,IMG_2034.jpg,50,150,43,41,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0088.jpg
2288,truffle_maple_cream_0089,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0089.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2020_r02_c01.jpg,IMG_2020.jpg,6,146,40,39,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0089.jpg
2289,truffle_maple_cream_0090,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0090.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2023_r03_c01.jpg,IMG_2023.jpg,16,150,38,46,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0090.jpg
2290,truffle_maple_cream_0091,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0091.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2030_r03_c03.jpg,IMG_2030.jpg,30,171,39,31,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0091.jpg
2291,truffle_maple_cream_0092,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0092.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2034_r01_c05.jpg,IMG_2034.jpg,50,161,34,26,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0092.jpg
2292,truffle_maple_cream_0093,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0093.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2020_r02_c02.jpg,IMG_2020.jpg,6,156,35,32,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0093.jpg
2293,truffle_maple_cream_0094,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0094.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2023_r02_c02.jpg,IMG_2023.jpg,16,180,27,24,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0094.jpg
2294,truffle_maple_cream_0095,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0095.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2030_r02_c01.jpg,IMG_2030.jpg,30,170,41,25,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0095.jpg
2295,truffle_maple_cream_0096,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0096.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2034_r06_c05.jpg,IMG_2034.jpg,50,153,32,33,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0096.jpg
2296,truffle_maple_cream_0097,data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0097.jpg,validation,occupied,truffle_maple_cream,Maple Cream,IMG_1986_c001,IMG_1986.jpg,manual_polygon,IMG_2020_r02_c02.jpg,IMG_2020.jpg,6,163,32,24,20260917,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0097.jpg
